BCCvolume_pa_difference,BCCefflatcnt_max_value,BCCefflatcnt_difference,BCCvolume_pa_max_value,n_ws^third_difference,CovalentRadius_difference,ICSDVolume_max_value,AtomicRadii_difference,AtomicRadii_max_value,CovalentRadius_max_value,ICSDVolume_difference,valence_max_value,MendeleevNumber_arithmetic_average,NdUnfilled_arithmetic_average,GSenergy_pa_max_value,BCCenergy_pa_max_value,GSenergy_pa_min_value,valence_arithmetic_average,BCCfermi_arithmetic_average,BCCenergy_pa_min_value,valence_composition_average,ElasticModulus_difference,BCCfermi_composition_average,MendeleevNumber_composition_average,n_ws^third_arithmetic_average
56.26000000000001,10.05779862,5.162926851,63.59,0.92,149.0,62.8,1.4900000000000002,2.22,215.0,50.8,6.0,48.33333333333333,1.6666666666666667,-1.92352226,-1.92352226,-1.92352226,3.333333333333333,4.2167389533333335,-1.92352226,2.8,246.0,3.759456772,63.8,0.8466666666666667
56.26000000000001,10.05779862,5.162926851,63.59,0.96,149.0,62.8,1.4900000000000002,2.22,215.0,47.3,6.0,48.66666666666667,1.6666666666666667,-1.92352226,-1.92352226,-1.92352226,3.333333333333333,4.436724016666666,-1.92352226,2.8,309.0,3.89144781,64.0,0.86
56.26000000000001,10.05779862,5.162926851,63.59,1.0,149.0,62.8,1.4900000000000002,2.22,215.0,47.0,6.0,49.0,2.0,-1.92352226,-1.92352226,-1.92352226,3.333333333333333,4.017550233333333,-1.92352226,2.8,388.0,3.63994354,64.2,0.8733333333333334
56.26000000000001,10.05779862,5.162926851,63.59,0.8,149.0,62.8,1.4900000000000002,2.22,215.0,50.6,7.0,49.33333333333333,1.6666666666666667,-1.92352226,-1.92352226,-1.92352226,3.6666666666666665,4.082705623333333,-1.92352226,3.0,185.0,3.6790367739999996,64.4,0.8066666666666668
56.26000000000001,10.05779862,5.162926851,63.59,1.04,149.0,62.8,1.4900000000000002,2.22,215.0,48.1,7.0,50.0,1.6666666666666667,-1.92352226,-1.92352226,-1.92352226,3.6666666666666665,4.473290546666666,-1.92352226,3.0,448.0,3.913387728,64.80000000000001,0.8866666666666667
56.26000000000001,10.05779862,5.162926851,63.59,0.96,149.0,62.8,1.4900000000000002,2.22,215.0,51.1,6.0,50.33333333333333,1.3333333333333333,-1.92352226,-1.92352226,-1.92352226,3.333333333333333,3.70822254,-1.92352226,2.8,198.0,3.4543469239999998,65.0,0.86
56.26000000000001,10.05779862,5.162926851,63.59,0.5799999999999998,149.0,62.8,1.4900000000000002,2.22,215.0,46.2,3.0,56.33333333333333,0.0,-1.92352226,-1.92352226,-1.92352226,2.333333333333333,4.145749203333333,-1.92352226,2.2,57.5,3.716862922,68.6,0.7333333333333334
56.26000000000001,10.05779862,5.162926851,63.59,0.5,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,3.0,56.66666666666667,0.0,-1.92352226,-1.92352226,-1.92352226,2.333333333333333,2.87434364,-1.92352226,2.2,2.0,2.9540195839999996,68.80000000000001,0.7066666666666668
56.26000000000001,10.05779862,5.162926851,63.59,0.3599999999999999,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,3.0,57.0,0.0,-1.92352226,-1.92352226,-1.92352226,2.333333333333333,4.357147273333333,-1.92352226,2.2,1.0,3.843701764,69.0,0.6599999999999999
56.26000000000001,10.05779862,5.162926851,63.59,0.56,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,4.0,58.33333333333333,0.0,-1.92352226,-1.92352226,-1.92352226,2.6666666666666665,3.0177389166666666,-1.92352226,2.4000000000000004,102.0,3.04005675,69.80000000000001,0.7266666666666668
56.26000000000001,10.05779862,5.162926851,63.59,0.43,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,4.0,58.66666666666667,0.0,-1.92352226,-1.92352226,-1.92352226,2.6666666666666665,4.574573823333333,-1.92352226,2.4000000000000004,37.0,3.9741576939999996,70.0,0.6833333333333333
56.26000000000001,10.05779862,5.162926851,63.59,0.45,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,5.0,60.33333333333333,0.0,-1.92352226,-1.92352226,-1.92352226,3.0,4.354112003333333,-1.92352226,2.6,54.0,3.841880602,71.0,0.69
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.6000000000000001,124.0,32.9,1.08,1.81,190.0,17.099999999999998,6.0,50.0,5.0,-6.464599775,-6.34029752,-6.464599775,3.6666666666666665,4.561699816666667,-6.34029752,3.0,336.6,3.96643329,64.8,1.0066666666666668
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.4000000000000001,124.0,32.9,1.08,1.81,190.0,20.7,7.0,50.33333333333333,4.666666666666667,-6.464599775,-6.34029752,-6.464599775,4.0,4.626855206666667,-6.34029752,3.2,133.6,4.0055265239999995,65.0,0.94
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.6400000000000001,124.0,32.9,1.08,1.81,190.0,18.2,7.0,51.0,4.666666666666667,-6.464599775,-6.34029752,-6.464599775,4.0,5.01744013,-6.34029752,3.2,396.6,4.239877478,65.4,1.02
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.56,124.0,32.9,1.08,1.81,190.0,21.2,6.0,51.33333333333333,4.333333333333333,-6.464599775,-6.34029752,-6.464599775,3.6666666666666665,4.252372123333333,-6.34029752,3.0,146.6,3.7808366739999997,65.60000000000001,0.9933333333333332
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.17999999999999994,124.0,32.9,1.08,1.81,190.0,16.299999999999994,3.0,57.33333333333333,3.0,-6.464599775,-6.34029752,-6.464599775,2.6666666666666665,4.689898786666666,-6.34029752,2.4,6.099999999999994,4.043352671999998,69.2,0.8666666666666667
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.10000000000000007,124.0,32.9,1.08,1.81,190.0,15.599999999999998,3.0,57.66666666666667,3.0,-6.464599775,-6.34029752,-6.464599775,2.6666666666666665,3.4184932233333334,-6.34029752,2.4,53.40000000000001,3.2805093339999996,69.4,0.8400000000000001
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.040000000000000036,124.0,32.9,1.08,1.81,190.0,15.599999999999998,3.0,58.0,3.0,-6.464599775,-6.34029752,-6.464599775,2.6666666666666665,4.901296856666667,-6.34029752,2.4,50.40000000000001,4.170191514,69.6,0.7933333333333332
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.16000000000000014,124.0,32.9,1.08,1.81,190.0,15.599999999999998,4.0,59.33333333333333,3.0,-6.464599775,-6.34029752,-6.464599775,3.0,3.5618885000000002,-6.34029752,2.6,50.6,3.3665464999999997,70.4,0.8600000000000001
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.030000000000000027,124.0,32.9,1.08,1.81,190.0,15.599999999999998,4.0,59.66666666666667,3.0,-6.464599775,-6.34029752,-6.464599775,3.0,5.118723406666667,-6.34029752,2.6,14.400000000000004,4.300647444,70.6,0.8166666666666667
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.05000000000000005,124.0,32.9,1.08,1.81,190.0,15.599999999999998,5.0,61.33333333333333,3.0,-6.464599775,-6.34029752,-6.464599775,3.333333333333333,4.898261586666667,-6.34029752,2.8,2.5999999999999943,4.168370352,71.6,0.8233333333333333
14.87,7.08202821,2.187156441,22.2,0.29000000000000004,104.0,24.9,0.8760000000000001,1.6059999999999999,170.0,7.599999999999998,3.0,33.0,3.0,-1.86988691,-1.86553478,-1.86988691,2.0,2.584181056666667,-1.86553478,2.0,70.0,2.7799220339999997,54.6,0.75
9.51,6.45883252,1.5639607509999998,16.84,0.54,94.0,21.6,0.8200000000000001,1.55,160.0,4.300000000000002,4.0,43.66666666666667,2.6666666666666665,-1.86988691,-1.86553478,-1.86988691,2.333333333333333,2.0922976933333333,-1.86553478,2.2,100.0,2.484792016,61.0,0.8333333333333334
15.42,7.140036982000001,2.245165213,22.75,0.43,109.0,23.2,0.8700000000000001,1.6,175.0,5.899999999999999,4.0,44.0,2.6666666666666665,-1.86988691,-1.86553478,-1.86988691,2.333333333333333,2.509597593333333,-1.86553478,2.2,84.0,2.7351719560000003,61.2,0.7966666666666666
14.54,7.046761753999999,2.1518899850000004,21.87,0.47,109.0,22.4,0.8340000000000001,1.564,175.0,5.099999999999998,4.0,44.33333333333334,2.6666666666666665,-1.86988691,-1.86553478,-1.86988691,2.333333333333333,2.677804233333333,-1.86553478,2.2,129.0,2.83609594,61.40000000000001,0.81
9.18,6.416364372,1.5214926030000004,16.51,0.6599999999999999,87.0,21.6,0.8200000000000001,1.55,153.0,7.800000000000002,5.0,44.66666666666667,2.333333333333333,-1.86988691,-1.86553478,-1.86988691,2.6666666666666665,3.25192137,-1.86553478,2.4,119.0,3.180566222,61.6,0.8733333333333333
10.85,6.625794375,1.730922606,18.18,0.6599999999999999,98.0,21.6,0.8200000000000001,1.55,164.0,4.300000000000002,5.0,45.0,2.0,-1.86988691,-1.86553478,-1.86988691,2.6666666666666665,2.7341880666666665,-1.86553478,2.4,94.0,2.86992624,61.8,0.8733333333333333
10.79,6.618497239,1.72362547,18.12,0.6499999999999999,104.0,21.6,0.8200000000000001,1.55,170.0,4.300000000000002,5.0,45.33333333333333,2.333333333333333,-1.86988691,-1.86553478,-1.86988691,2.6666666666666665,2.91232856,-1.86553478,2.4,173.0,2.9768105360000003,62.0,0.87
9.18,6.416364372,1.5214926030000004,16.51,0.75,73.0,21.6,0.8200000000000001,1.55,139.0,9.6,6.0,45.66666666666666,1.6666666666666667,-1.86988691,-1.86553478,-1.86988691,3.0,3.7592616,-1.86553478,2.6,249.0,3.48497036,62.2,0.9033333333333332
64.77,10.48781656,5.592944791000002,72.1,0.7200000000000001,137.0,75.6,1.62,2.35,203.0,58.3,4.0,56.33333333333333,0.0,-1.09753971333,-1.096516,-1.09753971333,2.333333333333333,2.466498983333333,-1.096516,2.2,112.6,2.70931279,68.60000000000001,0.6733333333333333
64.77,10.48781656,5.592944791000002,72.1,0.59,137.0,75.6,1.62,2.35,203.0,58.3,4.0,56.66666666666667,0.0,-1.09753971333,-1.096516,-1.09753971333,2.333333333333333,4.02333389,-1.096516,2.2,47.6,3.6434137339999997,68.80000000000001,0.63
64.77,10.48781656,5.592944791000002,72.1,0.61,137.0,75.6,1.62,2.35,203.0,58.3,5.0,58.33333333333333,0.0,-1.09753971333,-1.096516,-1.09753971333,2.6666666666666665,3.80287207,-1.096516,2.4,64.6,3.511136642,69.80000000000001,0.6366666666666667
81.31,11.23526301,6.340391241000002,88.64,0.67,154.0,93.0,1.75,2.48,220.0,75.7,4.0,34.0,3.0,-0.963335025,-0.96193707,-0.963335025,3.0,2.538739393333333,-0.96193707,2.6,78.0,2.7526570360000004,55.2,0.6233333333333333
81.31,11.23526301,6.340391241000002,88.64,0.92,154.0,93.0,1.75,2.48,220.0,75.7,4.0,44.66666666666667,2.6666666666666665,-0.963335025,-0.96193707,-0.963335025,3.333333333333333,2.04685603,-0.96193707,2.8,108.0,2.457527018,61.6,0.7066666666666667
9.18,6.416364372,1.5214926030000004,16.51,0.79,88.0,21.6,0.8200000000000001,1.55,154.0,6.100000000000001,6.0,46.0,1.6666666666666667,-1.86988691,-1.86553478,-1.86988691,3.0,3.979246663333333,-1.86553478,2.6,312.0,3.616961398,62.40000000000001,0.9166666666666666
9.18,6.416364372,1.5214926030000004,16.51,0.8300000000000001,96.0,21.6,0.8200000000000001,1.55,162.0,5.800000000000002,6.0,46.33333333333333,2.0,-1.86988691,-1.86553478,-1.86988691,3.0,3.56007288,-1.86553478,2.6,391.0,3.365457128,62.6,0.93
9.18,6.416364372,1.5214926030000004,16.51,0.6300000000000001,73.0,21.6,0.8200000000000001,1.55,139.0,9.400000000000002,7.0,46.66666666666666,1.6666666666666667,-1.86988691,-1.86553478,-1.86988691,3.333333333333333,3.62522827,-1.86553478,2.8,188.0,3.4045503619999997,62.8,0.8633333333333334
9.18,6.416364372,1.5214926030000004,16.51,0.8700000000000001,85.0,21.6,0.8200000000000001,1.55,151.0,6.900000000000002,7.0,47.33333333333333,1.6666666666666667,-1.86988691,-1.86553478,-1.86988691,3.333333333333333,4.015813193333333,-1.86553478,2.8,451.0,3.638901316,63.2,0.9433333333333334
9.18,6.416364372,1.5214926030000004,16.51,0.79,66.0,21.6,0.8200000000000001,1.55,132.0,9.900000000000002,6.0,47.66666666666666,1.3333333333333333,-1.86988691,-1.86553478,-1.86988691,3.0,3.250745186666667,-1.86553478,2.6,201.0,3.1798605120000003,63.40000000000001,0.9166666666666666
9.590000000000002,6.46904413,1.5741723610000005,16.92,0.4099999999999999,62.0,21.6,0.8200000000000001,1.55,128.0,5.0,3.0,53.66666666666666,0.0,-1.86988691,-1.86553478,-1.86988691,2.0,3.68827185,-1.86553478,2.0,60.5,3.44237651,67.0,0.79
10.61,6.596508714,1.7016369449999995,17.94,0.3300000000000001,62.0,21.6,0.8200000000000001,1.55,128.0,4.300000000000002,3.0,54.0,0.0,-1.86988691,-1.86553478,-1.86988691,2.0,2.416866286666667,-1.86553478,2.0,1.0,2.6795331719999997,67.2,0.7633333333333334
29.49,8.383034541,3.4881627720000017,36.82,0.86,110.0,44.1,1.24,1.97,176.0,32.40000000000001,6.0,49.66666666666666,1.3333333333333333,-1.948329565,-1.92725921,-1.948329565,3.333333333333333,4.1401501666666665,-1.92725921,2.8,190.0,3.7135035,64.60000000000001,0.8933333333333333
29.49,8.383034541,3.4881627720000017,36.82,0.4799999999999999,110.0,44.1,1.24,1.97,176.0,27.5,3.0,55.66666666666666,0.0,-1.948329565,-1.92725921,-1.948329565,2.333333333333333,4.57767683,-1.92725921,2.2,49.5,3.9760194980000003,68.2,0.7666666666666666
29.49,8.383034541,3.4881627720000017,36.82,0.4,110.0,44.1,1.24,1.97,176.0,26.8,3.0,56.0,0.0,-1.948329565,-1.92725921,-1.948329565,2.333333333333333,3.3062712666666667,-1.92725921,2.2,10.0,3.21317616,68.4,0.74
29.49,8.383034541,3.4881627720000017,36.82,0.2599999999999999,110.0,44.1,1.24,1.97,176.0,26.8,3.0,56.33333333333333,0.0,-1.948329565,-1.92725921,-1.948329565,2.333333333333333,4.7890749,-1.92725921,2.2,7.0,4.10285834,68.6,0.6933333333333334
29.49,8.383034541,3.4881627720000017,36.82,0.4600000000000001,110.0,44.1,1.24,1.97,176.0,26.8,4.0,57.66666666666666,0.0,-1.948329565,-1.92725921,-1.948329565,2.6666666666666665,3.449666543333333,-1.92725921,2.4000000000000004,94.0,3.2992133260000003,69.4,0.76
29.49,8.383034541,3.4881627720000017,36.82,0.35,110.0,44.1,1.24,1.97,176.0,26.8,5.0,59.66666666666666,0.0,-1.948329565,-1.92725921,-1.948329565,3.0,4.78603963,-1.92725921,2.6,46.0,4.101037178,70.6,0.7233333333333334
45.58,9.45988626,4.565014491,52.91,0.4300000000000001,129.0,56.0,1.42,2.15,195.0,38.7,3.0,35.333333333333336,3.0,-1.6828136000000002,-1.67793991,-1.6828136000000002,2.333333333333333,3.078634683333333,-1.67793991,2.2,65.0,3.07659421,56.0,0.7033333333333334
45.58,9.45988626,4.565014491,52.91,0.68,129.0,56.0,1.42,2.15,195.0,38.7,4.0,46.0,2.6666666666666665,-1.6828136000000002,-1.67793991,-1.6828136000000002,2.6666666666666665,2.58675132,-1.67793991,2.4000000000000004,95.0,2.781464192,62.40000000000001,0.7866666666666666
45.58,9.45988626,4.565014491,52.91,0.61,129.0,56.0,1.42,2.15,195.0,38.7,4.0,46.66666666666667,2.6666666666666665,-1.6828136000000002,-1.67793991,-1.6828136000000002,2.6666666666666665,3.17225786,-1.67793991,2.4000000000000004,124.0,3.1327681160000003,62.8,0.7633333333333333
45.58,9.45988626,4.565014491,52.91,0.7999999999999999,129.0,56.0,1.42,2.15,195.0,42.2,5.0,47.0,2.333333333333333,-1.6828136000000002,-1.67793991,-1.6828136000000002,3.0,3.7463749966666655,-1.67793991,2.6,114.0,3.4772383980000003,63.0,0.8266666666666667
45.58,9.45988626,4.565014491,52.91,0.7999999999999999,129.0,56.0,1.42,2.15,195.0,38.7,5.0,47.33333333333333,2.0,-1.6828136000000002,-1.67793991,-1.6828136000000002,3.0,3.228641693333333,-1.67793991,2.6,89.0,3.166598416,63.2,0.8266666666666667
45.58,9.45988626,4.565014491,52.91,0.7899999999999999,129.0,56.0,1.42,2.15,195.0,38.7,5.0,47.66666666666667,2.333333333333333,-1.6828136000000002,-1.67793991,-1.6828136000000002,3.0,3.4067821866666668,-1.67793991,2.6,168.0,3.2734827120000003,63.40000000000001,0.8233333333333333
45.58,9.45988626,4.565014491,52.91,0.89,129.0,56.0,1.42,2.15,195.0,44.0,6.0,48.0,1.6666666666666667,-1.6828136000000002,-1.67793991,-1.6828136000000002,3.333333333333333,4.2537152266666665,-1.67793991,2.8,244.0,3.781642536,63.6,0.8566666666666667
45.58,9.45988626,4.565014491,52.91,0.93,129.0,56.0,1.42,2.15,195.0,40.5,6.0,48.33333333333334,1.6666666666666667,-1.6828136000000002,-1.67793991,-1.6828136000000002,3.333333333333333,4.47370029,-1.67793991,2.8,307.0,3.913633574,63.8,0.8699999999999999
45.58,9.45988626,4.565014491,52.91,0.97,129.0,56.0,1.42,2.15,195.0,40.2,6.0,48.66666666666667,2.0,-1.6828136000000002,-1.67793991,-1.6828136000000002,3.333333333333333,4.054526506666667,-1.67793991,2.8,386.0,3.6621293039999996,64.0,0.8833333333333333
45.58,9.45988626,4.565014491,52.91,0.7700000000000001,129.0,56.0,1.42,2.15,195.0,43.8,7.0,49.0,1.6666666666666667,-1.6828136000000002,-1.67793991,-1.6828136000000002,3.6666666666666665,4.119681896666666,-1.67793991,3.0,183.0,3.701222538,64.2,0.8166666666666667
45.58,9.45988626,4.565014491,52.91,1.0100000000000002,129.0,56.0,1.42,2.15,195.0,41.3,7.0,49.66666666666667,1.6666666666666667,-1.6828136000000002,-1.67793991,-1.6828136000000002,3.6666666666666665,4.51026682,-1.67793991,3.0,446.0,3.935573492,64.60000000000001,0.8966666666666667
45.58,9.45988626,4.565014491,52.91,0.93,129.0,56.0,1.42,2.15,195.0,44.3,6.0,50.0,1.3333333333333333,-1.6828136000000002,-1.67793991,-1.6828136000000002,3.333333333333333,3.745198813333333,-1.67793991,2.8,196.0,3.4765326880000003,64.8,0.8699999999999999
45.58,9.45988626,4.565014491,52.91,0.5499999999999999,129.0,56.0,1.42,2.15,195.0,39.4,3.0,56.0,0.0,-1.6828136000000002,-1.67793991,-1.6828136000000002,2.333333333333333,4.182725476666667,-1.67793991,2.2,55.5,3.7390486860000003,68.4,0.7433333333333333
45.58,9.45988626,4.565014491,52.91,0.4700000000000001,129.0,56.0,1.42,2.15,195.0,38.7,3.0,56.33333333333334,0.0,-1.6828136000000002,-1.67793991,-1.6828136000000002,2.333333333333333,2.911319913333333,-1.67793991,2.2,4.0,2.976205348,68.60000000000001,0.7166666666666667
45.58,9.45988626,4.565014491,52.91,0.33,129.0,56.0,1.42,2.15,195.0,38.7,3.0,56.66666666666667,0.0,-1.6828136000000002,-1.67793991,-1.6828136000000002,2.333333333333333,4.394123546666666,-1.67793991,2.2,1.0,3.865887528,68.80000000000001,0.6699999999999999
45.58,9.45988626,4.565014491,52.91,0.5300000000000001,129.0,56.0,1.42,2.15,195.0,38.7,4.0,58.0,0.0,-1.6828136000000002,-1.67793991,-1.6828136000000002,2.6666666666666665,3.05471519,-1.67793991,2.4000000000000004,100.0,3.062242514,69.60000000000001,0.7366666666666667
45.58,9.45988626,4.565014491,52.91,0.4,129.0,56.0,1.42,2.15,195.0,38.7,4.0,58.33333333333334,0.0,-1.6828136000000002,-1.67793991,-1.6828136000000002,2.6666666666666665,4.611550096666667,-1.67793991,2.4000000000000004,35.0,3.996343458,69.80000000000001,0.6933333333333334
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.52,124.0,32.9,1.08,1.81,190.0,20.9,6.0,49.33333333333333,4.666666666666667,-6.464599775,-6.34029752,-6.464599775,3.6666666666666665,4.760888536666667,-6.34029752,3.0,194.6,4.0859465219999995,64.4,0.98
29.49,8.383034541,3.4881627720000017,36.82,0.7299999999999999,110.0,44.1,1.24,1.97,176.0,30.3,5.0,46.66666666666667,2.333333333333333,-1.948329565,-1.92725921,-1.948329565,3.0,4.14132635,-1.92725921,2.6,108.0,3.71420921,62.8,0.85
29.49,8.383034541,3.4881627720000017,36.82,0.7299999999999999,110.0,44.1,1.24,1.97,176.0,26.8,5.0,47.0,2.0,-1.948329565,-1.92725921,-1.948329565,3.0,3.6235930466666666,-1.92725921,2.6,83.0,3.4035692280000003,63.0,0.85
29.49,8.383034541,3.4881627720000017,36.82,0.7199999999999999,110.0,44.1,1.24,1.97,176.0,26.8,5.0,47.33333333333333,2.333333333333333,-1.948329565,-1.92725921,-1.948329565,3.0,3.80173354,-1.92725921,2.6,162.0,3.5104535240000003,63.2,0.8466666666666667
29.49,8.383034541,3.4881627720000017,36.82,0.82,110.0,44.1,1.24,1.97,176.0,32.1,6.0,47.66666666666666,1.6666666666666667,-1.948329565,-1.92725921,-1.948329565,3.333333333333333,4.64866658,-1.92725921,2.8,238.0,4.0186133480000015,63.40000000000001,0.88
29.49,8.383034541,3.4881627720000017,36.82,0.86,110.0,44.1,1.24,1.97,176.0,28.6,6.0,48.0,1.6666666666666667,-1.948329565,-1.92725921,-1.948329565,3.333333333333333,4.868651643333333,-1.92725921,2.8,301.0,4.150604386,63.6,0.8933333333333333
25.200000000000006,8.043925049,3.1490532800000004,32.53,0.56,124.0,32.9,1.08,1.81,190.0,17.4,6.0,49.66666666666667,4.666666666666667,-6.464599775,-6.34029752,-6.464599775,3.6666666666666665,4.9808736,-6.34029752,3.0,257.6,4.217937559999998,64.60000000000001,0.9933333333333332
15.55,7.153611229,2.25873946,22.88,0.6000000000000001,88.0,23.4,0.8700000000000001,1.6,154.0,7.899999999999999,6.0,68.33333333333334,1.6666666666666667,-1.54227231,-1.51367083,-1.54227231,3.333333333333333,5.265662253333333,-1.51367083,2.8,277.6,4.388810752,75.80000000000003,0.98
15.55,7.153611229,2.25873946,22.88,0.6400000000000001,96.0,23.4,0.8700000000000001,1.6,162.0,7.599999999999998,6.0,68.66666666666667,2.0,-1.54227231,-1.51367083,-1.54227231,3.333333333333333,4.84648847,-1.51367083,2.8,356.6,4.137306482,76.0,0.9933333333333334
15.55,7.153611229,2.25873946,22.88,0.44000000000000017,75.0,23.4,0.8700000000000001,1.6,141.0,11.2,7.0,69.0,1.6666666666666667,-1.54227231,-1.51367083,-1.54227231,3.6666666666666665,4.91164386,-1.51367083,3.0,153.6,4.1763997160000015,76.2,0.9266666666666667
15.55,7.153611229,2.25873946,22.88,0.6800000000000002,85.0,23.4,0.8700000000000001,1.6,151.0,8.7,7.0,69.66666666666667,1.6666666666666667,-1.54227231,-1.51367083,-1.54227231,3.6666666666666665,5.302228783333333,-1.51367083,3.0,416.6,4.4107506700000005,76.6,1.0066666666666666
15.55,7.153611229,2.25873946,22.88,0.6000000000000001,75.0,23.4,0.8700000000000001,1.6,141.0,11.7,6.0,70.0,1.3333333333333333,-1.54227231,-1.51367083,-1.54227231,3.333333333333333,4.537160776666667,-1.51367083,2.8,166.6,3.951709866,76.80000000000003,0.98
15.55,7.153611229,2.25873946,22.88,0.22,75.0,23.4,0.8700000000000001,1.6,141.0,6.799999999999998,3.0,76.0,0.0,-1.54227231,-1.51367083,-1.54227231,2.333333333333333,4.97468744,-1.51367083,2.2,26.1,4.2142258639999985,80.4,0.8533333333333333
15.55,7.153611229,2.25873946,22.88,0.14000000000000012,75.0,23.4,0.8700000000000001,1.6,141.0,6.099999999999998,3.0,76.33333333333334,0.0,-1.54227231,-1.51367083,-1.54227231,2.333333333333333,3.703281876666667,-1.51367083,2.2,33.4,3.451382526,80.6,0.8266666666666667
17.1,7.311634665,2.416762896,24.43,0.0,76.0,26.1,0.93,1.66,142.0,8.8,3.0,76.66666666666667,0.0,-1.54227231,-1.51367083,-1.54227231,2.333333333333333,5.18608551,-1.51367083,2.2,30.4,4.341064706,80.80000000000003,0.7799999999999999
19.76,7.567916457999999,2.673044689,27.09,0.09000000000000008,75.0,30.2,0.8700000000000001,1.6,141.0,12.9,5.0,80.0,0.0,-1.54227231,-1.51367083,-1.54227231,3.0,5.18305024,-1.51367083,2.6,22.6,4.3392435439999995,82.80000000000003,0.8099999999999999
29.49,8.383034541,3.4881627720000017,36.82,0.36,110.0,44.1,1.24,1.97,176.0,26.8,3.0,35.0,3.0,-1.948329565,-1.92725921,-1.948329565,2.333333333333333,3.4735860366666667,-1.92725921,2.2,59.0,3.3135650219999997,55.8,0.7266666666666667
29.49,8.383034541,3.4881627720000017,36.82,0.61,110.0,44.1,1.24,1.97,176.0,26.8,4.0,45.66666666666667,2.6666666666666665,-1.948329565,-1.92725921,-1.948329565,2.6666666666666665,2.9817026733333334,-1.92725921,2.4000000000000004,89.0,3.0184350039999996,62.2,0.81
29.49,8.383034541,3.4881627720000017,36.82,0.4999999999999999,110.0,44.1,1.24,1.97,176.0,26.8,4.0,46.0,2.6666666666666665,-1.948329565,-1.92725921,-1.948329565,2.6666666666666665,3.3990025733333336,-1.92725921,2.4000000000000004,73.0,3.2688149440000003,62.40000000000001,0.7733333333333333
29.49,8.383034541,3.4881627720000017,36.82,0.5399999999999999,110.0,44.1,1.24,1.97,176.0,26.8,4.0,46.33333333333333,2.6666666666666665,-1.948329565,-1.92725921,-1.948329565,2.6666666666666665,3.5672092133333333,-1.92725921,2.4000000000000004,118.0,3.3697389280000003,62.6,0.7866666666666666
29.49,8.383034541,3.4881627720000017,36.82,0.9,110.0,44.1,1.24,1.97,176.0,28.3,6.0,48.33333333333333,2.0,-1.948329565,-1.92725921,-1.948329565,3.333333333333333,4.44947786,-1.92725921,2.8,380.0,3.899100116,63.8,0.9066666666666668
29.49,8.383034541,3.4881627720000017,36.82,0.7000000000000001,110.0,44.1,1.24,1.97,176.0,31.9,7.0,48.66666666666666,1.6666666666666667,-1.948329565,-1.92725921,-1.948329565,3.6666666666666665,4.51463325,-1.92725921,3.0,177.0,3.93819335,64.0,0.8400000000000001
29.49,8.383034541,3.4881627720000017,36.82,0.94,110.0,44.1,1.24,1.97,176.0,29.4,7.0,49.33333333333333,1.6666666666666667,-1.948329565,-1.92725921,-1.948329565,3.6666666666666665,4.905218173333333,-1.92725921,3.0,440.0,4.1725443040000005,64.4,0.92
30.14,8.432076899,3.5372051300000003,37.47,0.6300000000000001,141.0,37.4,1.147,1.8769999999999998,207.0,21.6,6.0,50.33333333333333,5.0,-4.927546185,-4.79586452,-4.927546185,3.6666666666666665,6.0759875533333325,-4.79586452,3.0,351.0,4.8750059320000005,65.0,0.9966666666666668
30.14,8.432076899,3.5372051300000003,37.47,0.19000000000000014,141.0,37.4,1.147,1.8769999999999998,207.0,20.1,4.0,59.66666666666666,3.0,-4.927546185,-4.79586452,-4.927546185,3.0,5.076176236666667,-4.79586452,2.6,65.0,4.2751191419999985,70.60000000000002,0.8500000000000001
30.14,8.432076899,3.5372051300000003,37.47,0.06000000000000005,141.0,37.4,1.147,1.8769999999999998,207.0,20.1,4.0,60.0,3.0,-4.927546185,-4.79586452,-4.927546185,3.0,6.6330111433333325,-4.79586452,2.6,0.0,5.209220086,70.80000000000003,0.8066666666666666
30.14,8.432076899,3.5372051300000003,37.47,0.08000000000000007,141.0,37.4,1.147,1.8769999999999998,207.0,20.1,5.0,61.66666666666666,3.0,-4.927546185,-4.79586452,-4.927546185,3.333333333333333,6.412549323333334,-4.79586452,2.8,17.0,5.076942994,71.80000000000003,0.8133333333333332
15.55,7.153611229,2.25873946,22.88,0.10000000000000007,104.0,24.9,0.8760000000000001,1.6059999999999999,170.0,7.599999999999998,3.0,55.33333333333334,3.0,-1.54227231,-1.51367083,-1.54227231,2.333333333333333,3.870596646666667,-1.51367083,2.2,35.6,3.551771388,68.0,0.8133333333333332
